held_out_source,inner_validation_source,seed,epoch,lambda,campaign_macro_ndcg5,five_seed_two_source_mean_ndcg5,selected,training_rows,validation_rows
attack_flow,ctid,45,100,0.8,0.10936830138814799,0.08825749174803613,0,109,263
attack_flow,ctid,45,100,0.9,0.10863539194489544,0.0891995349945925,0,109,263
attack_flow,ctid,45,100,1.0,0.10073118567391608,0.09003348191363365,0,109,263
attack_flow,ctid,46,20,0.0,0.12004516057842711,0.11253265700159876,1,109,263
attack_flow,ctid,46,20,0.1,0.11145105215163251,0.10975103207724302,0,109,263
attack_flow,ctid,46,20,0.2,0.11128676766336687,0.10967387678934737,0,109,263
attack_flow,ctid,46,20,0.3,0.10963244115363588,0.09956761282603825,0,109,263
attack_flow,ctid,46,20,0.4,0.10998512641388536,0.10388412249394863,0,109,263
attack_flow,ctid,46,20,0.5,0.10920457474038532,0.0964069787336766,0,109,263
attack_flow,ctid,46,20,0.6,0.11097936490647284,0.09452215008746971,0,109,263
attack_flow,ctid,46,20,0.7,0.11109378660484297,0.09412729178748613,0,109,263
attack_flow,ctid,46,20,0.8,0.11198766393272412,0.09491730152592877,0,109,263
attack_flow,ctid,46,20,0.9,0.10863177920809156,0.09144571866484387,0,109,263
attack_flow,ctid,46,20,1.0,0.1188632861502376,0.09150092132437845,0,109,263
attack_flow,ctid,46,40,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,46,40,0.1,0.11507411794055844,0.1119350674715146,0,109,263
attack_flow,ctid,46,40,0.2,0.11349685969541883,0.11217479788064748,0,109,263
attack_flow,ctid,46,40,0.3,0.11349685969541883,0.10419524990638544,0,109,263
attack_flow,ctid,46,40,0.4,0.11109436387571885,0.10339009318998553,0,109,263
attack_flow,ctid,46,40,0.5,0.11263372016016507,0.1018533038955582,0,109,263
attack_flow,ctid,46,40,0.6,0.11525245894516079,0.09908438150979373,0,109,263
attack_flow,ctid,46,40,0.7,0.11611142531394567,0.09391545142649241,0,109,263
attack_flow,ctid,46,40,0.8,0.11925971755351765,0.09472465875009678,0,109,263
attack_flow,ctid,46,40,0.9,0.11565454613867805,0.09151134883118534,0,109,263
attack_flow,ctid,46,40,1.0,0.11710952252938941,0.09052523341108018,0,109,263
attack_flow,ctid,46,60,0.0,0.12004516057842711,0.11253265700159876,0,109,263
attack_flow,ctid,46,60,0.1,0.11853692877416613,0.11067046623215002,0,109,263
